"Session","Session Date","Session Link"
"1st Assembly - 3rd Session","20000503","https://assembly.nu.ca/sites/default/files/20000503_Final.pdf"
"1st Assembly - 3rd Session","20000502","https://assembly.nu.ca/sites/default/files/20000502_Final.pdf"
"1st Assembly - 3rd Session","20000501","https://assembly.nu.ca/sites/default/files/20000501_Final.pdf"
"1st Assembly - 3rd Session","20000428","https://assembly.nu.ca/sites/default/files/20000428_Final.pdf"
"1st Assembly - 3rd Session","20000427","https://assembly.nu.ca/sites/default/files/20000427_Final.pdf"
"1st Assembly - 3rd Session","20000426","https://assembly.nu.ca/sites/default/files/20000426_Final.pdf"
"1st Assembly - 3rd Session","20000425","https://assembly.nu.ca/sites/default/files/20000425_Final.pdf"
"1st Assembly - 3rd Session","20000229","https://assembly.nu.ca/sites/default/files/20000229_Final.pdf"
"1st Assembly - 3rd Session","20000228","https://assembly.nu.ca/sites/default/files/20000228_Final.pdf"
"1st Assembly - 3rd Session","20000225","https://assembly.nu.ca/sites/default/files/20000225_Final.pdf"
"1st Assembly - 3rd Session","20000224","https://assembly.nu.ca/sites/default/files/20000224_Final.pdf"
"1st Assembly - 3rd Session","20000223","https://assembly.nu.ca/sites/default/files/20000223_Final.pdf"
"1st Assembly - 3rd Session","20000222","https://assembly.nu.ca/sites/default/files/20000222_Final.pdf"
"1st Assembly - 3rd Session","20000221","https://assembly.nu.ca/sites/default/files/20000221_Final.pdf"
"1st Assembly - 3rd Session","20000218","https://assembly.nu.ca/sites/default/files/20000218_Final.pdf"
"1st Assembly - 3rd Session","20000217","https://assembly.nu.ca/sites/default/files/20000217_Final.pdf"
"1st Assembly - 3rd Session","19991103","https://assembly.nu.ca/sites/default/files/19991103_Final.pdf"
"1st Assembly - 2nd Session","1999036","https://assembly.nu.ca/sites/default/files/June%2003,%201999.pdf"
"1st Assembly - 2nd Session","1999026","https://assembly.nu.ca/sites/default/files/June%2002,%201999.pdf"
"1st Assembly - 2nd Session","1999016","https://assembly.nu.ca/sites/default/files/June%2001,%201999.pdf"
"1st Assembly - 2nd Session","1999315","https://assembly.nu.ca/sites/default/files/May%2031,%201999.pdf"
"1st Assembly - 2nd Session","1999275","https://assembly.nu.ca/sites/default/files/May%2027,%201999.pdf"
"1st Assembly - 2nd Session","1999265","https://assembly.nu.ca/sites/default/files/May%2026,%201999.pdf"
"1st Assembly - 2nd Session","1999255","https://assembly.nu.ca/sites/default/files/May%2025,%201999.pdf"
"1st Assembly - 2nd Session","1999215","https://assembly.nu.ca/sites/default/files/May%2021,%201999.pdf"
"1st Assembly - 1st Session","1999014","https://assembly.nu.ca/sites/default/files/April%2001,%201999.pdf"
